,company_name,sic,office,industry,cik
ARWR,ARROWHEAD RESEARCH CORP,8731,Industrial Applications and Services,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,0000879407
ASAN,"Asana, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001477720
ASB,ASSOCIATED BANC-CORP,6022,Office of Finance,STATE COMMERCIAL BANKS,0000007789
ASGN,ON ASSIGNMENT INC,7363,Office of Trade & Services,SERVICES-HELP SUPPLY SERVICES,0000890564
ASH,ASHLAND INC.,5160,Office of Trade & Services,WHOLESALE-CHEMICALS & ALLIED PRODUCTS,0001305014
ASIX,AdvanSix Inc.,2821,Industrial Applications and Services,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",0001673985
ASLE,AerSale Corp,5080,Office of Trade & Services,"WHOLESALE-MACHINERY, EQUIPMENT & SUPPLIES",0001754170
ASO,"Academy Sports & Outdoors, Inc.",5940,Office of Trade & Services,RETAIL-MISCELLANEOUS SHOPPING GOODS STORES,0001817358
ASPN,ASPEN AEROGELS INC,5030,Office of Trade & Services,WHOLESALE-LUMBER & OTHER CONSTRUCTION MATERIALS,0001145986
ASTE,ASTEC INDUSTRIES INC,3531,Office of Technology,CONSTRUCTION MACHINERY & EQUIP,0000792987
ASTR,"Astra Space, Inc.",4700,Office of Energy & Transportation,TRANSPORTATION SERVICES,0001814329
ATCX,"ATLAS TECHNICAL CONSULTANTS, INC.",8742,Office of Trade & Services,SERVICES-MANAGEMENT CONSULTING SERVICES,0001751143
ATEC,"Alphatec Holdings, Inc.",3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,0001350653
ATEN,"A10 Networks, Inc.",3576,Office of Technology,COMPUTER COMMUNICATIONS EQUIPMENT,0001580808
ATER,"Aterian, Inc.",3634,Office of Manufacturing,ELECTRIC HOUSEWARES & FANS,0001757715
ATEX,Anterix Inc.,4813,Office of Technology,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),0001304492
ATGE,Adtalem Global Education Inc.,8200,Office of Trade & Services,SERVICES-EDUCATIONAL SERVICES,0000730464
ATHA,"Athira Pharma, Inc.",2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",0001620463
ATI,ALLEGHENY TECHNOLOGIES INC,3317,Office of Manufacturing,STEEL PIPE & TUBES,0001018963
ATIP,"ATI Physical Therapy, Inc.",8050,Industrial Applications and Services,SERVICES-NURSING & PERSONAL CARE FACILITIES,0001815849
ATKR,Atkore International Group Inc.,3690,Office of Manufacturing,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",0001666138
ATLC,Atlanticus Holdings Corp,6141,Office of Finance,PERSONAL CREDIT INSTITUTIONS,0001464343
ATNI,ATLANTIC TELE NETWORK INC /DE,4813,Office of Technology,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),0000879585
ATO,ATMOS ENERGY CORP,4924,Office of Energy & Transportation,NATURAL GAS DISTRIBUTION,0000731802
ATOM,Atomera Inc,3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,0001420520
ATR,APTARGROUP INC,3089,Industrial Applications and Services,"PLASTICS PRODUCTS, NEC",0000896622
ATRA,"Atara Biotherapeutics, Inc.",2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",0001604464
ATRC,"AtriCure, Inc.",3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,0001323885
ATRI,ATRION CORP,3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,0000701288
ATRO,ASTRONICS CORP,3728,Office of Manufacturing,"AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC",0000008063
ATSG,"Air Transport Services Group, Inc.",4513,Office of Energy & Transportation,AIR COURIER SERVICES,0000894081
ATUS,"Altice USA, Inc.",4841,Office of Technology,CABLE & OTHER PAY TELEVISION SERVICES,0001702780
ATVI,"Activision Blizzard, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0000718877
AUB,Atlantic Union Bankshares Corp,6022,Office of Finance,STATE COMMERCIAL BANKS,0000883948
AUD,"AUDACY, INC.",4832,Office of Technology,RADIO BROADCASTING STATIONS,0001067837
AUPH,Aurinia Pharmaceuticals Inc.,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001600620
AURA,"Aura Biosciences, Inc.",2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",0001501796
AVA,AVISTA CORP,4931,Office of Energy & Transportation,ELECTRIC & OTHER SERVICES COMBINED,0000104918
AVAV,AeroVironment Inc,3721,Office of Manufacturing,AIRCRAFT,0001368622
AVB,AVALONBAY COMMUNITIES INC,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0000915912
AVD,AMERICAN VANGUARD CORP,2870,Industrial Applications and Services,AGRICULTURAL CHEMICALS,0000005981
AVDX,"AvidXchange Holdings, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001858257
AVGO,Avago Technologies LTD,3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,0001441634
AVID,"AVID TECHNOLOGY, INC.",3861,Industrial Applications and Services,PHOTOGRAPHIC EQUIPMENT & SUPPLIES,0000896841
AVIR,"Aviragen Therapeutics, Inc.",2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",0000072444
AVLR,"AVALARA, INC.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001348036
AVNS,"Avanos Medical, Inc.",3842,Industrial Applications and Services,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",0001606498
AVNT,AVIENT CORP,2821,Industrial Applications and Services,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",0001122976
AVNW,"AVIAT NETWORKS, INC.",3663,Office of Manufacturing,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,0001377789
AVO,"Mission Produce, Inc.",700,Industrial Applications and Services,AGRICULTURAL SERVICES,0001802974
AVPT,"AvePoint, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001777921
AVT,AVNET INC,5065,Office of Trade & Services,"WHOLESALE-ELECTRONIC PARTS & EQUIPMENT, NEC",0000008858
AVTE,"Aerovate Therapeutics, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001798749
AVTR,"AV Homes, Inc.",1531,Office of Real Estate & Construction,OPERATIVE BUILDERS,0000039677
AVXL,ANAVEX LIFE SCIENCES CORP.,8731,Industrial Applications and Services,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,0001314052
AVY,Avery Dennison Corp,2670,Office of Manufacturing,CONVERTED PAPER & PAPERBOARD PRODS (NO CONTANERS/BOXES),0000008818
AVYA,Avaya Holdings Corp.,3661,Office of Manufacturing,TELEPHONE & TELEGRAPH APPARATUS,0001418100
AWI,ARMSTRONG WORLD INDUSTRIES INC,3089,Industrial Applications and Services,"PLASTICS PRODUCTS, NEC",0000007431
AWK,"American Water Works Company, Inc.",4941,Office of Energy & Transportation,WATER SUPPLY,0001410636
AWR,AMERICAN STATES WATER CO,4941,Office of Energy & Transportation,WATER SUPPLY,0001056903
AX,"Axos Financial, Inc.",6035,Office of Finance,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",0001299709
AXGN,"AxoGen, Inc.",3845,Industrial Applications and Services,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,0000805928
AXL,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,3714,Office of Manufacturing,MOTOR VEHICLE PARTS & ACCESSORIES,0001062231
AXNX,"Axonics Modulation Technologies, Inc.",3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,0001603756
AXON,"AXON ENTERPRISE, INC.",3480,Office of Manufacturing,"ORDNANCE & ACCESSORIES, (NO VEHICLES/GUIDED MISSILES)",0001069183
AXP,AMERICAN EXPRESS CO,6199,Office of Finance or Office of Crypto Assets,FINANCE SERVICES,0000004962
AXS,AXIS CAPITAL HOLDINGS LTD,6331,Office of Finance,"FIRE, MARINE & CASUALTY INSURANCE",0001214816
AXSM,"Axsome Therapeutics, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001579428
AXTA,Axalta Coating Systems Ltd.,2851,Industrial Applications and Services,"PAINTS, VARNISHES, LACQUERS, ENAMELS & ALLIED PRODS",0001616862
AXTI,AXT INC,3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,0001051627
AYI,ACUITY BRANDS INC,3640,Office of Manufacturing,ELECTRIC LIGHTING & WIRING EQUIPMENT,0001144215
AYX,"Alteryx, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001689923
AZEK,AZEK Co Inc.,3089,Industrial Applications and Services,"PLASTICS PRODUCTS, NEC",0001782754
AZO,AUTOZONE INC,5531,Office of Trade & Services,RETAIL-AUTO & HOME SUPPLY STORES,0000866787
AZPN,ASPEN TECHNOLOGY INC /DE/,7371,Office of Technology,SERVICES-COMPUTER PROGRAMMING SERVICES,0000929940
AZTA,"Azenta, Inc.",3559,Office of Technology,"SPECIAL INDUSTRY MACHINERY, NEC",0000933974
AZZ,AZZ INC,3640,Office of Manufacturing,ELECTRIC LIGHTING & WIRING EQUIPMENT,0000008947
B,BARNES GROUP INC,3490,Office of Manufacturing,MISCELLANEOUS FABRICATED METAL PRODUCTS,0000009984
BA,BOEING CO,3721,Office of Manufacturing,AIRCRAFT,0000012927
BAC,BANK OF AMERICA CORP /DE/,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,0000070858
BAH,Booz Allen Hamilton Holding Corp,8742,Office of Trade & Services,SERVICES-MANAGEMENT CONSULTING SERVICES,0001443646
BALY,Bally's Corp,7011,Office of Real Estate & Construction,HOTELS & MOTELS,0001747079
BANC,FIRST PACTRUST BANCORP INC,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,0001169770
BAND,Bandwidth Inc.,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001514416
BANF,BANCFIRST CORP /OK/,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,0000760498
BANR,BANNER CORP,6022,Office of Finance,STATE COMMERCIAL BANKS,0000946673
BARK,"Bark, Inc.",5990,Office of Trade & Services,"RETAIL-RETAIL STORES, NEC",0001819574
BASE,"Couchbase, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001845022
BATL,BATTALION OIL CORP,1311,Office of Energy & Transportation,CRUDE PETROLEUM & NATURAL GAS,0001282648
BATRA,Liberty Media Corp,4833,Office of Technology,TELEVISION BROADCASTING STATIONS,0001560385
BATRK,Liberty Media Corp,4833,Office of Technology,TELEVISION BROADCASTING STATIONS,0001560385
BAX,BAXTER INTERNATIONAL INC,3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,0000010456
BBBY,BED BATH & BEYOND INC,5700,Office of Trade & Services,"RETAIL-HOME FURNITURE, FURNISHINGS & EQUIPMENT STORES",0000886158
BBCP,"Concrete Pumping Holdings, Inc.",1700,Office of Real Estate & Construction,CONSTRUCTION - SPECIAL TRADE CONTRACTORS,0001703956
BBIG,"Vinco Ventures, Inc.",3944,Office of Manufacturing,"GAMES, TOYS & CHILDREN'S VEHICLES (NO DOLLS & BICYCLES)",0001717556
BBIO,"BridgeBio Pharma, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001743881
BBSI,BARRETT BUSINESS SERVICES INC,7363,Office of Trade & Services,SERVICES-HELP SUPPLY SERVICES,0000902791
BBW,BUILD A BEAR WORKSHOP INC,5945,Office of Trade & Services,"RETAIL-HOBBY, TOY & GAME SHOPS",0001113809
BBWI,"Bath & Body Works, Inc.",5621,Office of Trade & Services,RETAIL-WOMEN'S CLOTHING STORES,0000701985
BBY,BEST BUY CO INC,5731,Office of Trade & Services,"RETAIL-RADIO, TV & CONSUMER ELECTRONICS STORES",0000764478
BC,BRUNSWICK CORP,3510,Office of Technology,ENGINES & TURBINES,0000014930
BCBP,BCB BANCORP INC,6035,Office of Finance,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",0001228454
BCC,BOISE CASCADE Co,5030,Office of Trade & Services,WHOLESALE-LUMBER & OTHER CONSTRUCTION MATERIALS,0001328581
BCML,BayCom Corp,6022,Office of Finance,STATE COMMERCIAL BANKS,0001730984
BCO,BRINKS CO,4731,Office of Energy & Transportation,ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO,0000078890
BCOR,"BLUCORA, INC.",7374,Office of Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,0001068875
BCOV,BRIGHTCOVE INC,7374,Office of Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,0001313275
BCPC,BALCHEM CORP,2800,Industrial Applications and Services,CHEMICALS & ALLIED PRODUCTS,0000009326
BCRX,BIOCRYST PHARMACEUTICALS INC,2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",0000882796
BDC,BELDEN INC.,3357,Office of Manufacturing,DRAWING & INSULATING OF NONFERROUS WIRE,0000913142
BDN,BRANDYWINE REALTY TRUST,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0000790816
BDX,BECTON DICKINSON & CO,3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,0000010795
BE,Bloom Energy Corp,3620,Office of Manufacturing,ELECTRICAL INDUSTRIAL APPARATUS,0001664703
BEAM,BEAM INC,2080,Office of Manufacturing,BEVERAGES,0000789073
BECN,BEACON ROOFING SUPPLY INC,5030,Office of Trade & Services,WHOLESALE-LUMBER & OTHER CONSTRUCTION MATERIALS,0001124941
BEN,FRANKLIN RESOURCES INC,6282,Office of Finance,INVESTMENT ADVICE,0000038777
BERY,BERRY PLASTICS GROUP INC,3089,Industrial Applications and Services,"PLASTICS PRODUCTS, NEC",0001378992
BF.A,BROWN FORMAN CORP,2080,Office of Manufacturing,BEVERAGES,0000014693
BF.B,BROWN FORMAN CORP,2080,Office of Manufacturing,BEVERAGES,0000014693
BFAM,BRIGHT HORIZONS FAMILY SOLUTIONS INC.,8351,Office of Trade & Services,SERVICES-CHILD DAY CARE SERVICES,0001437578
BFC,Bank First National Corp,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,0001746109
BFLY,BLUEFLY INC,5961,Office of Trade & Services,RETAIL-CATALOG & MAIL-ORDER HOUSES,0001030896
BFS,SAUL CENTERS INC,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0000907254
BFST,"Business First Bancshares, Inc.",6022,Office of Finance,STATE COMMERCIAL BANKS,0001624322
BG,Bunge LTD,2070,Office of Manufacturing,FATS & OILS,0001144519
BGCP,"BGC Partners, Inc.",6200,Office of Finance,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",0001094831
BGFV,BIG 5 SPORTING GOODS CORP,5940,Office of Trade & Services,RETAIL-MISCELLANEOUS SHOPPING GOODS STORES,0001156388
BGRY,"Berkshire Grey, Inc.",3569,Office of Technology,"GENERAL INDUSTRIAL MACHINERY & EQUIPMENT, NEC",0001824734
BGS,"B&G Foods, Inc.",2000,Office of Manufacturing,FOOD AND KINDRED PRODUCTS,0001278027
BH,BIGLARI HOLDINGS INC.,5812,Office of Trade & Services,RETAIL-EATING PLACES,0000093859
BHB,BAR HARBOR BANKSHARES,6022,Office of Finance,STATE COMMERCIAL BANKS,0000743367
BHE,BENCHMARK ELECTRONICS INC,3672,Office of Manufacturing,PRINTED CIRCUIT BOARDS,0000863436
BHF,"Brighthouse Financial, Inc.",6311,Office of Finance,LIFE INSURANCE,0001685040
BHG,Bright Health Group Inc.,6324,Office of Finance,HOSPITAL & MEDICAL SERVICE PLANS,0001671284
BHIL,"Benson Hill, Inc.",2000,Office of Manufacturing,FOOD AND KINDRED PRODUCTS,0001830210
BHLB,BERKSHIRE HILLS BANCORP INC,6036,Office of Finance,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",0001108134
BHR,Braemar Hotels & Resorts Inc.,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001574085
BHVN,Biohaven Pharmaceutical Holding Co Ltd.,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001689813
BIG,BIG LOTS INC,5331,Office of Trade & Services,RETAIL-VARIETY STORES,0000768835
BIGC,"BigCommerce Holdings, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001626450
BIIB,BIOGEN IDEC INC.,2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",0000875045
BILL,"Bill.com Holdings, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001786352
BIO,BIO RAD LABORATORIES INC,3826,Industrial Applications and Services,LABORATORY ANALYTICAL INSTRUMENTS,0000012208
BIRD,"Allbirds, Inc.",2300,Office of Manufacturing,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,0001653909
BJ,BJS WHOLESALE CLUB INC,5331,Office of Trade & Services,RETAIL-VARIETY STORES,0001037461
BJRI,BJs RESTAURANTS INC,5812,Office of Trade & Services,RETAIL-EATING PLACES,0001013488
BK,Bank of New York Mellon CORP,6022,Office of Finance,STATE COMMERCIAL BANKS,0001390777
BKD,Brookdale Senior Living Inc.,8050,Industrial Applications and Services,SERVICES-NURSING & PERSONAL CARE FACILITIES,0001332349
BKE,BUCKLE INC,5651,Office of Trade & Services,RETAIL-FAMILY CLOTHING STORES,0000885245
BKH,BLACK HILLS CORP /SD/,4911,Office of Energy & Transportation,ELECTRIC SERVICES,0001130464
BKI,"Black Knight, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001627014
BKKT,"Bakkt Holdings, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001820302
BKNG,Booking Holdings Inc.,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",0001075531
BKR,MICHAEL BAKER CORP,8741,Office of Trade & Services,SERVICES-MANAGEMENT SERVICES,0000009263
BKU,"BankUnited, Inc.",6035,Office of Finance,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",0001504008
BL,"BLACKLINE, INC.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001666134
BLBD,Blue Bird Corp,3713,Office of Manufacturing,TRUCK & BUS BODIES,0001589526
BLD,TopBuild Corp,1700,Office of Real Estate & Construction,CONSTRUCTION - SPECIAL TRADE CONTRACTORS,0001633931
BLDE,"Blade Air Mobility, Inc.",4522,Office of Energy & Transportation,"AIR TRANSPORTATION, NONSCHEDULED",0001779128
BLDR,"Builders FirstSource, Inc.",5211,Office of Trade & Services,RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS,0001316835
BLFS,BIOLIFE SOLUTIONS INC,3845,Industrial Applications and Services,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,0000834365
BLFY,Blue Foundry Bancorp,6036,Office of Finance,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",0001846017
BLI,"Berkeley Lights, Inc.",3826,Industrial Applications and Services,LABORATORY ANALYTICAL INSTRUMENTS,0001689657
BLK,BlackRock Inc.,6211,Office of Finance,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",0001364742
BLKB,BLACKBAUD INC,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001280058
BLMN,"Bloomin' Brands, Inc.",5812,Office of Trade & Services,RETAIL-EATING PLACES,0001546417
BLND,"Blend Labs, Inc.",7370,Office of Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",0001855747
BLNK,Blink Charging Co.,3612,Office of Manufacturing,"POWER, DISTRIBUTION & SPECIALTY TRANSFORMERS",0001429764
BLUE,"bluebird bio, Inc.",2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",0001293971
BMBL,Bumble Inc.,7370,Office of Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",0001830043
BMI,BADGER METER INC,3824,Industrial Applications and Services,TOTALIZING FLUID METERS & COUNTING DEVICES,0000009092
BMRC,Bank of Marin Bancorp,6022,Office of Finance,STATE COMMERCIAL BANKS,0001403475
BMRN,BIOMARIN PHARMACEUTICAL INC,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001048477
BMY,BRISTOL MYERS SQUIBB CO,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0000014272
BNFT,"Benefitfocus,Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001576169
BNGO,"Bionano Genomics, Inc",3826,Industrial Applications and Services,LABORATORY ANALYTICAL INSTRUMENTS,0001411690
BNL,"Broadstone Net Lease, Inc.",6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001424182
BODY,American Electric Technologies Inc,3620,Office of Manufacturing,ELECTRICAL INDUSTRIAL APPARATUS,0001043186
BOH,BANK OF HAWAII CORP,6022,Office of Finance,STATE COMMERCIAL BANKS,0000046195
BOKF,BOK FINANCIAL CORP ET AL,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,0000875357
BOOM,DYNAMIC MATERIALS CORP,3390,Office of Manufacturing,MISCELLANEOUS PRIMARY METAL PRODUCTS,0000034067
BOOT,LACROSSE FOOTWEAR INC,3021,Office of Manufacturing,RUBBER & PLASTICS FOOTWEAR,0000919443
BOWL,Bowlero Corp.,7900,Office of Trade & Services,SERVICES-AMUSEMENT & RECREATION SERVICES,0001840572
BOX,SeaCube Container Leasing Ltd.,7350,Office of Trade & Services,SERVICES-MISCELLANEOUS EQUIPMENT RENTAL & LEASING,0001487999
BOXD,"Boxed, Inc.",5961,Office of Trade & Services,RETAIL-CATALOG & MAIL-ORDER HOUSES,0001828672
BPMC,Blueprint Medicines Corp,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001597264
BPOP,POPULAR INC,6022,Office of Finance,STATE COMMERCIAL BANKS,0000763901
BR,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",0001383312
BRBR,"BELLRING BRANDS, INC.",2000,Office of Manufacturing,FOOD AND KINDRED PRODUCTS,0001772016
BRBS,"BLUE RIDGE BANKSHARES, INC.",6022,Office of Finance,STATE COMMERCIAL BANKS,0000842717
BRC,BRADY CORP,3990,Office of Manufacturing,MISCELLANEOUS MANUFACTURING INDUSTRIES,0000746598
BRDS,"Bird Global, Inc.",3751,Office of Manufacturing,"MOTORCYCLES, BICYCLES & PARTS",0001861449
BRG,"Bluerock Residential Growth REIT, Inc.",6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001442626
BRK.B,BERKSHIRE HATHAWAY INC,6331,Office of Finance,"FIRE, MARINE & CASUALTY INSURANCE",0001067983
BRKL,BROOKLINE BANCORP INC,6035,Office of Finance,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",0001049782
BRKR,BRUKER CORP,3826,Industrial Applications and Services,LABORATORY ANALYTICAL INSTRUMENTS,0001109354
BRMK,Broadmark Realty Capital Inc.,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001784797
BRO,BROWN & BROWN INC,6411,Office of Finance,"INSURANCE AGENTS, BROKERS & SERVICE",0000079282
BRP,"BRP Group, Inc.",6411,Office of Finance,"INSURANCE AGENTS, BROKERS & SERVICE",0001781755
BRSP,"BrightSpire Capital, Inc.",6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001717547
BRT,BRT REALTY TRUST,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0000014846
BRX,Brixmor Property Group Inc.,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001581068
BRY,BERRY PETROLEUM CO,1311,Office of Energy & Transportation,CRUDE PETROLEUM & NATURAL GAS,0000778438
BSIG,BrightSphere Investment Group Inc.,6282,Office of Finance,INVESTMENT ADVICE,0001748824
BSRR,SIERRA BANCORP,6022,Office of Finance,STATE COMMERCIAL BANKS,0001130144
BSX,BOSTON SCIENTIFIC CORP,3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,0000885725
BSY,BENTLEY SYSTEMS INC,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001031308
