,company_name,sic,office,industry,cik
ASIX,AdvanSix Inc.,2821,Industrial Applications and Services,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",1673985
ASLE,AerSale Corp,5080,Office of Trade & Services,"WHOLESALE-MACHINERY, EQUIPMENT & SUPPLIES",1754170
ASO,"Academy Sports & Outdoors, Inc.",5940,Office of Trade & Services,RETAIL-MISCELLANEOUS SHOPPING GOODS STORES,1817358
ASPN,ASPEN AEROGELS INC,5030,Office of Trade & Services,WHOLESALE-LUMBER & OTHER CONSTRUCTION MATERIALS,1145986
ASTE,ASTEC INDUSTRIES INC,3531,Office of Technology,CONSTRUCTION MACHINERY & EQUIP,792987
ASTR,"Astra Space, Inc.",4700,Office of Energy & Transportation,TRANSPORTATION SERVICES,1814329
ATCX,"ATLAS TECHNICAL CONSULTANTS, INC.",8742,Office of Trade & Services,SERVICES-MANAGEMENT CONSULTING SERVICES,1751143
ATEC,"Alphatec Holdings, Inc.",3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,1350653
ATEN,"A10 Networks, Inc.",3576,Office of Technology,COMPUTER COMMUNICATIONS EQUIPMENT,1580808
ATER,"Aterian, Inc.",3634,Office of Manufacturing,ELECTRIC HOUSEWARES & FANS,1757715
ATEX,Anterix Inc.,4813,Office of Technology,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),1304492
ATGE,Adtalem Global Education Inc.,8200,Office of Trade & Services,SERVICES-EDUCATIONAL SERVICES,730464
ATHA,"Athira Pharma, Inc.",2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",1620463
ATI,ALLEGHENY TECHNOLOGIES INC,3317,Office of Manufacturing,STEEL PIPE & TUBES,1018963
ATIP,"ATI Physical Therapy, Inc.",8050,Industrial Applications and Services,SERVICES-NURSING & PERSONAL CARE FACILITIES,1815849
ATKR,Atkore International Group Inc.,3690,Office of Manufacturing,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",1666138
ATLC,Atlanticus Holdings Corp,6141,Office of Finance,PERSONAL CREDIT INSTITUTIONS,1464343
ATNI,ATLANTIC TELE NETWORK INC /DE,4813,Office of Technology,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),879585
ATO,ATMOS ENERGY CORP,4924,Office of Energy & Transportation,NATURAL GAS DISTRIBUTION,731802
ATOM,Atomera Inc,3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,1420520
ATR,APTARGROUP INC,3089,Industrial Applications and Services,"PLASTICS PRODUCTS, NEC",896622
ATRA,"Atara Biotherapeutics, Inc.",2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",1604464
ATRC,"AtriCure, Inc.",3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,1323885
ATRI,ATRION CORP,3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,701288
ATRO,ASTRONICS CORP,3728,Office of Manufacturing,"AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC",8063
ATSG,"Air Transport Services Group, Inc.",4513,Office of Energy & Transportation,AIR COURIER SERVICES,894081
ATUS,"Altice USA, Inc.",4841,Office of Technology,CABLE & OTHER PAY TELEVISION SERVICES,1702780
ATVI,"Activision Blizzard, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,718877
AUB,Atlantic Union Bankshares Corp,6022,Office of Finance,STATE COMMERCIAL BANKS,883948
AUD,"AUDACY, INC.",4832,Office of Technology,RADIO BROADCASTING STATIONS,1067837
AUPH,Aurinia Pharmaceuticals Inc.,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1600620
AURA,"Aura Biosciences, Inc.",2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",1501796
AVA,AVISTA CORP,4931,Office of Energy & Transportation,ELECTRIC & OTHER SERVICES COMBINED,104918
AVAV,AeroVironment Inc,3721,Office of Manufacturing,AIRCRAFT,1368622
AVB,AVALONBAY COMMUNITIES INC,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,915912
AVD,AMERICAN VANGUARD CORP,2870,Industrial Applications and Services,AGRICULTURAL CHEMICALS,5981
AVDX,"AvidXchange Holdings, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,1858257
AVGO,Avago Technologies LTD,3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,1441634
AVID,"AVID TECHNOLOGY, INC.",3861,Industrial Applications and Services,PHOTOGRAPHIC EQUIPMENT & SUPPLIES,896841
AVIR,"Aviragen Therapeutics, Inc.",2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",72444
AVLR,"AVALARA, INC.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,1348036
AVNS,"Avanos Medical, Inc.",3842,Industrial Applications and Services,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",1606498
AVNT,AVIENT CORP,2821,Industrial Applications and Services,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",1122976
AVNW,"AVIAT NETWORKS, INC.",3663,Office of Manufacturing,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,1377789
AVO,"Mission Produce, Inc.",700,Industrial Applications and Services,AGRICULTURAL SERVICES,1802974
AVPT,"AvePoint, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,1777921
AVT,AVNET INC,5065,Office of Trade & Services,"WHOLESALE-ELECTRONIC PARTS & EQUIPMENT, NEC",8858
AVTE,"Aerovate Therapeutics, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1798749
AVTR,"AV Homes, Inc.",1531,Office of Real Estate & Construction,OPERATIVE BUILDERS,39677
AVXL,ANAVEX LIFE SCIENCES CORP.,8731,Industrial Applications and Services,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,1314052
AVY,Avery Dennison Corp,2670,Office of Manufacturing,CONVERTED PAPER & PAPERBOARD PRODS (NO CONTANERS/BOXES),8818
AVYA,Avaya Holdings Corp.,3661,Office of Manufacturing,TELEPHONE & TELEGRAPH APPARATUS,1418100
AWI,ARMSTRONG WORLD INDUSTRIES INC,3089,Industrial Applications and Services,"PLASTICS PRODUCTS, NEC",7431
AWK,"American Water Works Company, Inc.",4941,Office of Energy & Transportation,WATER SUPPLY,1410636
AWR,AMERICAN STATES WATER CO,4941,Office of Energy & Transportation,WATER SUPPLY,1056903
AX,"Axos Financial, Inc.",6035,Office of Finance,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",1299709
AXGN,"AxoGen, Inc.",3845,Industrial Applications and Services,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,805928
AXL,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,3714,Office of Manufacturing,MOTOR VEHICLE PARTS & ACCESSORIES,1062231
AXNX,"Axonics Modulation Technologies, Inc.",3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,1603756
AXON,"AXON ENTERPRISE, INC.",3480,Office of Manufacturing,"ORDNANCE & ACCESSORIES, (NO VEHICLES/GUIDED MISSILES)",1069183
AXP,AMERICAN EXPRESS CO,6199,Office of Finance or Office of Crypto Assets,FINANCE SERVICES,4962
AXS,AXIS CAPITAL HOLDINGS LTD,6331,Office of Finance,"FIRE, MARINE & CASUALTY INSURANCE",1214816
AXSM,"Axsome Therapeutics, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1579428
AXTA,Axalta Coating Systems Ltd.,2851,Industrial Applications and Services,"PAINTS, VARNISHES, LACQUERS, ENAMELS & ALLIED PRODS",1616862
AXTI,AXT INC,3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,1051627
AYI,ACUITY BRANDS INC,3640,Office of Manufacturing,ELECTRIC LIGHTING & WIRING EQUIPMENT,1144215
AYX,"Alteryx, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,1689923
AZEK,AZEK Co Inc.,3089,Industrial Applications and Services,"PLASTICS PRODUCTS, NEC",1782754
AZO,AUTOZONE INC,5531,Office of Trade & Services,RETAIL-AUTO & HOME SUPPLY STORES,866787
AZPN,ASPEN TECHNOLOGY INC /DE/,7371,Office of Technology,SERVICES-COMPUTER PROGRAMMING SERVICES,929940
AZTA,"Azenta, Inc.",3559,Office of Technology,"SPECIAL INDUSTRY MACHINERY, NEC",933974
AZZ,AZZ INC,3640,Office of Manufacturing,ELECTRIC LIGHTING & WIRING EQUIPMENT,8947
B,BARNES GROUP INC,3490,Office of Manufacturing,MISCELLANEOUS FABRICATED METAL PRODUCTS,9984
BA,BOEING CO,3721,Office of Manufacturing,AIRCRAFT,12927
BAC,BANK OF AMERICA CORP /DE/,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,70858
BAH,Booz Allen Hamilton Holding Corp,8742,Office of Trade & Services,SERVICES-MANAGEMENT CONSULTING SERVICES,1443646
BALY,Bally's Corp,7011,Office of Real Estate & Construction,HOTELS & MOTELS,1747079
BANC,FIRST PACTRUST BANCORP INC,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,1169770
BAND,Bandwidth Inc.,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,1514416
BANF,BANCFIRST CORP /OK/,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,760498
BANR,BANNER CORP,6022,Office of Finance,STATE COMMERCIAL BANKS,946673
BARK,"Bark, Inc.",5990,Office of Trade & Services,"RETAIL-RETAIL STORES, NEC",1819574
BASE,"Couchbase, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,1845022
BATL,BATTALION OIL CORP,1311,Office of Energy & Transportation,CRUDE PETROLEUM & NATURAL GAS,1282648
BATRA,Liberty Media Corp,4833,Office of Technology,TELEVISION BROADCASTING STATIONS,1560385
BATRK,Liberty Media Corp,4833,Office of Technology,TELEVISION BROADCASTING STATIONS,1560385
BAX,BAXTER INTERNATIONAL INC,3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,10456
BBBY,BED BATH & BEYOND INC,5700,Office of Trade & Services,"RETAIL-HOME FURNITURE, FURNISHINGS & EQUIPMENT STORES",886158
BBCP,"Concrete Pumping Holdings, Inc.",1700,Office of Real Estate & Construction,CONSTRUCTION - SPECIAL TRADE CONTRACTORS,1703956
BBIG,"Vinco Ventures, Inc.",3944,Office of Manufacturing,"GAMES, TOYS & CHILDREN'S VEHICLES (NO DOLLS & BICYCLES)",1717556
BBIO,"BridgeBio Pharma, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1743881
BBSI,BARRETT BUSINESS SERVICES INC,7363,Office of Trade & Services,SERVICES-HELP SUPPLY SERVICES,902791
BBW,BUILD A BEAR WORKSHOP INC,5945,Office of Trade & Services,"RETAIL-HOBBY, TOY & GAME SHOPS",1113809
BBWI,"Bath & Body Works, Inc.",5621,Office of Trade & Services,RETAIL-WOMEN'S CLOTHING STORES,701985
BBY,BEST BUY CO INC,5731,Office of Trade & Services,"RETAIL-RADIO, TV & CONSUMER ELECTRONICS STORES",764478
BC,BRUNSWICK CORP,3510,Office of Technology,ENGINES & TURBINES,14930
BCBP,BCB BANCORP INC,6035,Office of Finance,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",1228454
BCC,BOISE CASCADE Co,5030,Office of Trade & Services,WHOLESALE-LUMBER & OTHER CONSTRUCTION MATERIALS,1328581
BCML,BayCom Corp,6022,Office of Finance,STATE COMMERCIAL BANKS,1730984
BCO,BRINKS CO,4731,Office of Energy & Transportation,ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO,78890
BCOR,"BLUCORA, INC.",7374,Office of Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,1068875
BCOV,BRIGHTCOVE INC,7374,Office of Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,1313275
BCPC,BALCHEM CORP,2800,Industrial Applications and Services,CHEMICALS & ALLIED PRODUCTS,9326
BCRX,BIOCRYST PHARMACEUTICALS INC,2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",882796
BDC,BELDEN INC.,3357,Office of Manufacturing,DRAWING & INSULATING OF NONFERROUS WIRE,913142
BDN,BRANDYWINE REALTY TRUST,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,790816
BDX,BECTON DICKINSON & CO,3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,10795
BE,Bloom Energy Corp,3620,Office of Manufacturing,ELECTRICAL INDUSTRIAL APPARATUS,1664703
BEAM,BEAM INC,2080,Office of Manufacturing,BEVERAGES,789073
BECN,BEACON ROOFING SUPPLY INC,5030,Office of Trade & Services,WHOLESALE-LUMBER & OTHER CONSTRUCTION MATERIALS,1124941
BEN,FRANKLIN RESOURCES INC,6282,Office of Finance,INVESTMENT ADVICE,38777
BERY,BERRY PLASTICS GROUP INC,3089,Industrial Applications and Services,"PLASTICS PRODUCTS, NEC",1378992
BF.A,BROWN FORMAN CORP,2080,Office of Manufacturing,BEVERAGES,14693
BF.B,BROWN FORMAN CORP,2080,Office of Manufacturing,BEVERAGES,14693
BFAM,BRIGHT HORIZONS FAMILY SOLUTIONS INC.,8351,Office of Trade & Services,SERVICES-CHILD DAY CARE SERVICES,1437578
BFC,Bank First National Corp,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,1746109
BFLY,BLUEFLY INC,5961,Office of Trade & Services,RETAIL-CATALOG & MAIL-ORDER HOUSES,1030896
BFS,SAUL CENTERS INC,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,907254
BFST,"Business First Bancshares, Inc.",6022,Office of Finance,STATE COMMERCIAL BANKS,1624322
BG,Bunge LTD,2070,Office of Manufacturing,FATS & OILS,1144519
BGCP,"BGC Partners, Inc.",6200,Office of Finance,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",1094831
BGFV,BIG 5 SPORTING GOODS CORP,5940,Office of Trade & Services,RETAIL-MISCELLANEOUS SHOPPING GOODS STORES,1156388
BGRY,"Berkshire Grey, Inc.",3569,Office of Technology,"GENERAL INDUSTRIAL MACHINERY & EQUIPMENT, NEC",1824734
BGS,"B&G Foods, Inc.",2000,Office of Manufacturing,FOOD AND KINDRED PRODUCTS,1278027
BH,BIGLARI HOLDINGS INC.,5812,Office of Trade & Services,RETAIL-EATING PLACES,93859
BHB,BAR HARBOR BANKSHARES,6022,Office of Finance,STATE COMMERCIAL BANKS,743367
BHE,BENCHMARK ELECTRONICS INC,3672,Office of Manufacturing,PRINTED CIRCUIT BOARDS,863436
BHF,"Brighthouse Financial, Inc.",6311,Office of Finance,LIFE INSURANCE,1685040
BHG,Bright Health Group Inc.,6324,Office of Finance,HOSPITAL & MEDICAL SERVICE PLANS,1671284
BHIL,"Benson Hill, Inc.",2000,Office of Manufacturing,FOOD AND KINDRED PRODUCTS,1830210
BHLB,BERKSHIRE HILLS BANCORP INC,6036,Office of Finance,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",1108134
BHR,Braemar Hotels & Resorts Inc.,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,1574085
BHVN,Biohaven Pharmaceutical Holding Co Ltd.,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1689813
BIG,BIG LOTS INC,5331,Office of Trade & Services,RETAIL-VARIETY STORES,768835
BIGC,"BigCommerce Holdings, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,1626450
BIIB,BIOGEN IDEC INC.,2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",875045
BILL,"Bill.com Holdings, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,1786352
BIO,BIO RAD LABORATORIES INC,3826,Industrial Applications and Services,LABORATORY ANALYTICAL INSTRUMENTS,12208
BIRD,"Allbirds, Inc.",2300,Office of Manufacturing,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,1653909
BJ,BJS WHOLESALE CLUB INC,5331,Office of Trade & Services,RETAIL-VARIETY STORES,1037461
BJRI,BJs RESTAURANTS INC,5812,Office of Trade & Services,RETAIL-EATING PLACES,1013488
BK,Bank of New York Mellon CORP,6022,Office of Finance,STATE COMMERCIAL BANKS,1390777
BKD,Brookdale Senior Living Inc.,8050,Industrial Applications and Services,SERVICES-NURSING & PERSONAL CARE FACILITIES,1332349
BKE,BUCKLE INC,5651,Office of Trade & Services,RETAIL-FAMILY CLOTHING STORES,885245
BKH,BLACK HILLS CORP /SD/,4911,Office of Energy & Transportation,ELECTRIC SERVICES,1130464
BKI,"Black Knight, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,1627014
BKKT,"Bakkt Holdings, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,1820302
BKNG,Booking Holdings Inc.,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",1075531
BKR,MICHAEL BAKER CORP,8741,Office of Trade & Services,SERVICES-MANAGEMENT SERVICES,9263
BKU,"BankUnited, Inc.",6035,Office of Finance,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",1504008
BL,"BLACKLINE, INC.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,1666134
BLBD,Blue Bird Corp,3713,Office of Manufacturing,TRUCK & BUS BODIES,1589526
BLD,TopBuild Corp,1700,Office of Real Estate & Construction,CONSTRUCTION - SPECIAL TRADE CONTRACTORS,1633931
BLDE,"Blade Air Mobility, Inc.",4522,Office of Energy & Transportation,"AIR TRANSPORTATION, NONSCHEDULED",1779128
BLDR,"Builders FirstSource, Inc.",5211,Office of Trade & Services,RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS,1316835
BLFS,BIOLIFE SOLUTIONS INC,3845,Industrial Applications and Services,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,834365
BLFY,Blue Foundry Bancorp,6036,Office of Finance,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",1846017
BLI,"Berkeley Lights, Inc.",3826,Industrial Applications and Services,LABORATORY ANALYTICAL INSTRUMENTS,1689657
BLK,BlackRock Inc.,6211,Office of Finance,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",1364742
BLKB,BLACKBAUD INC,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,1280058
BLMN,"Bloomin' Brands, Inc.",5812,Office of Trade & Services,RETAIL-EATING PLACES,1546417
BLND,"Blend Labs, Inc.",7370,Office of Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",1855747
BLNK,Blink Charging Co.,3612,Office of Manufacturing,"POWER, DISTRIBUTION & SPECIALTY TRANSFORMERS",1429764
BLUE,"bluebird bio, Inc.",2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",1293971
BMBL,Bumble Inc.,7370,Office of Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",1830043
BMI,BADGER METER INC,3824,Industrial Applications and Services,TOTALIZING FLUID METERS & COUNTING DEVICES,9092
BMRC,Bank of Marin Bancorp,6022,Office of Finance,STATE COMMERCIAL BANKS,1403475
BMRN,BIOMARIN PHARMACEUTICAL INC,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1048477
BMY,BRISTOL MYERS SQUIBB CO,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,14272
BNFT,"Benefitfocus,Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,1576169
BNGO,"Bionano Genomics, Inc",3826,Industrial Applications and Services,LABORATORY ANALYTICAL INSTRUMENTS,1411690
BNL,"Broadstone Net Lease, Inc.",6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,1424182
BODY,American Electric Technologies Inc,3620,Office of Manufacturing,ELECTRICAL INDUSTRIAL APPARATUS,1043186
BOH,BANK OF HAWAII CORP,6022,Office of Finance,STATE COMMERCIAL BANKS,46195
BOKF,BOK FINANCIAL CORP ET AL,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,875357
BOOM,DYNAMIC MATERIALS CORP,3390,Office of Manufacturing,MISCELLANEOUS PRIMARY METAL PRODUCTS,34067
BOOT,LACROSSE FOOTWEAR INC,3021,Office of Manufacturing,RUBBER & PLASTICS FOOTWEAR,919443
BOWL,Bowlero Corp.,7900,Office of Trade & Services,SERVICES-AMUSEMENT & RECREATION SERVICES,1840572
BOX,SeaCube Container Leasing Ltd.,7350,Office of Trade & Services,SERVICES-MISCELLANEOUS EQUIPMENT RENTAL & LEASING,1487999
BOXD,"Boxed, Inc.",5961,Office of Trade & Services,RETAIL-CATALOG & MAIL-ORDER HOUSES,1828672
BPMC,Blueprint Medicines Corp,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1597264
BPOP,POPULAR INC,6022,Office of Finance,STATE COMMERCIAL BANKS,763901
BR,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",1383312
BRBR,"BELLRING BRANDS, INC.",2000,Office of Manufacturing,FOOD AND KINDRED PRODUCTS,1772016
BRBS,"BLUE RIDGE BANKSHARES, INC.",6022,Office of Finance,STATE COMMERCIAL BANKS,842717
BRC,BRADY CORP,3990,Office of Manufacturing,MISCELLANEOUS MANUFACTURING INDUSTRIES,746598
BRDS,"Bird Global, Inc.",3751,Office of Manufacturing,"MOTORCYCLES, BICYCLES & PARTS",1861449
BRG,"Bluerock Residential Growth REIT, Inc.",6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,1442626
BRK.B,BERKSHIRE HATHAWAY INC,6331,Office of Finance,"FIRE, MARINE & CASUALTY INSURANCE",1067983
BRKL,BROOKLINE BANCORP INC,6035,Office of Finance,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",1049782
BRKR,BRUKER CORP,3826,Industrial Applications and Services,LABORATORY ANALYTICAL INSTRUMENTS,1109354
BRMK,Broadmark Realty Capital Inc.,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,1784797
BRO,BROWN & BROWN INC,6411,Office of Finance,"INSURANCE AGENTS, BROKERS & SERVICE",79282
BRP,"BRP Group, Inc.",6411,Office of Finance,"INSURANCE AGENTS, BROKERS & SERVICE",1781755
BRSP,"BrightSpire Capital, Inc.",6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,1717547
BRT,BRT REALTY TRUST,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,14846
BRX,Brixmor Property Group Inc.,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,1581068
BRY,BERRY PETROLEUM CO,1311,Office of Energy & Transportation,CRUDE PETROLEUM & NATURAL GAS,778438
BSIG,BrightSphere Investment Group Inc.,6282,Office of Finance,INVESTMENT ADVICE,1748824
BSRR,SIERRA BANCORP,6022,Office of Finance,STATE COMMERCIAL BANKS,1130144
BSX,BOSTON SCIENTIFIC CORP,3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,885725
BSY,BENTLEY SYSTEMS INC,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,1031308
BTAI,"BioXcel Therapeutics, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1720893
BTRS,BTRS Holdings Inc.,7371,Office of Technology,SERVICES-COMPUTER PROGRAMMING SERVICES,1774155
BTU,PEABODY ENERGY CORP,1221,Office of Energy & Transportation,BITUMINOUS COAL & LIGNITE SURFACE MINING,1064728
BURL,"Burlington Stores, Inc.",5311,Office of Trade & Services,RETAIL-DEPARTMENT STORES,1579298
BUSE,FIRST BUSEY CORP /NV/,6022,Office of Finance,STATE COMMERCIAL BANKS,314489
BV,Bazaarvoice Inc,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,1330421
BVH,Bluegreen Vacations Holding Corp,6500,Office of Real Estate & Construction,REAL ESTATE,315858
BVS,Bioventus Inc.,3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,1665988
BW,"Babcock & Wilcox Enterprises, Inc.",3433,Office of Manufacturing,"HEATING EQUIPMENT, EXCEPT ELECTRIC & WARM AIR FURNACES",1630805
BWA,BORGWARNER INC,3714,Office of Manufacturing,MOTOR VEHICLE PARTS & ACCESSORIES,908255
BWB,Bridgewater Bancshares Inc,6022,Office of Finance,STATE COMMERCIAL BANKS,1341317
BWFG,"Bankwell Financial Group, Inc.",6022,Office of Finance,STATE COMMERCIAL BANKS,1505732
BWXT,"BWX Technologies, Inc.",3510,Office of Technology,ENGINES & TURBINES,1486957
BX,Blackstone Group L.P.,6282,Office of Finance,INVESTMENT ADVICE,1393818
BXC,BlueLinx Holdings Inc.,5031,Office of Trade & Services,"WHOLESALE-LUMBER, PLYWOOD, MILLWORK & WOOD PANELS",1301787
BXMT,"BLACKSTONE MORTGAGE TRUST, INC.",6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,1061630
