,ticker,start_date,end_date,filing_date,fiscal_year,time_frame,source_filing_url
0000930420:2014:FY,KFRC,2014-01-01,2014-12-31,2015-02-27,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0000930420-15-000028
0000930420:2015:FY,KFRC,2015-01-01,2015-12-31,2016-02-26,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0000930420-16-000355
0000930420:2016:FY,KFRC,2016-01-01,2016-12-31,2017-02-24,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0000930420-17-000053
0000930420:2017:FY,KFRC,2017-01-01,2017-12-31,2018-02-23,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0000930420-18-000047
0000930420:2018:FY,KFRC,2018-01-01,2018-12-31,2019-02-22,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0000930420-19-000034
0000930420:2019:FY,KFRC,2019-01-01,2019-12-31,2020-02-21,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0000930420-20-000033
0000930420:2020:FY,KFRC,2020-01-01,2020-12-31,2021-02-26,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0000930420-21-000051
0000930420:2021:FY,KFRC,2021-01-01,2021-12-31,2022-02-25,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0000930420-22-000027
0000056679:2011:FY,KFY,2010-05-01,2011-04-30,2011-06-29,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0000950123-11-062884
0000056679:2012:FY,KFY,2011-05-01,2012-04-30,2012-06-22,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-12-280691
0000056679:2013:FY,KFY,2012-05-01,2013-04-30,2013-06-25,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-13-270364
0000056679:2014:FY,KFY,2013-05-01,2014-04-30,2014-06-27,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-14-253292
0000056679:2015:FY,KFY,2014-05-01,2015-04-30,2015-06-26,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-15-237143
0000056679:2016:FY,KFY,2015-05-01,2016-04-30,2016-06-28,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-16-634657
0000056679:2017:FY,KFY,2016-05-01,2017-04-30,2017-06-28,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-17-216289
0000056679:2018:FY,KFY,2017-05-01,2018-04-30,2018-06-28,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-18-207569
0000056679:2019:FY,KFY,2018-05-01,2019-04-30,2019-06-28,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-19-024039
0000056679:2020:FY,KFY,2019-05-01,2020-04-30,2020-07-15,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-20-032398
0000056679:2021:FY,KFY,2020-05-01,2021-04-30,2021-06-28,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-21-034775
0000056679:2022:FY,KFY,2021-05-01,2022-04-30,2022-06-28,2022,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-22-024447
0001637459:2015:FY,KHC,2014-12-29,2016-01-03,2016-03-03,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001637459-16-000100
0001637459:2016:FY,KHC,2016-01-04,2016-12-31,2017-02-23,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001637459-17-000007
0001637459:2017:FY,KHC,2017-01-01,2017-12-30,2018-02-16,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001637459-18-000015
0001637459:2018:FY,KHC,2017-12-31,2018-12-29,2019-06-07,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001637459-19-000049
0001637459:2019:FY,KHC,2018-12-30,2019-12-28,2020-02-14,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001637459-20-000027
0001637459:2020:FY,KHC,2019-12-29,2020-12-26,2021-02-17,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001637459-21-000009
0001637459:2021:FY,KHC,2020-12-27,2021-12-25,2022-02-17,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001637459-22-000018
0001425450:2017:FY,KIDS,2017-01-01,2017-12-31,2018-03-15,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001425450-18-000040
0001425450:2018:FY,KIDS,2018-01-01,2018-12-31,2019-03-07,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001425450-19-000027
0001425450:2019:FY,KIDS,2019-01-01,2019-12-31,2020-03-05,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001425450-20-000023
0001425450:2020:FY,KIDS,2020-01-01,2020-12-31,2021-03-11,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001425450-21-000047
0001425450:2021:FY,KIDS,2021-01-01,2021-12-31,2022-03-03,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001425450-22-000027
0000879101:2009:FY,KIM,2009-01-01,2009-12-31,2010-03-01,2009,annual,https://api.polygon.io/v1/reference/sec/filings/0001398432-10-000145
0000879101:2011:FY,KIM,2011-01-01,2011-12-31,2012-02-27,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001398432-12-000184
0000879101:2012:FY,KIM,2012-01-01,2012-12-31,2013-02-27,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001398432-13-000115
0000879101:2013:FY,KIM,2013-01-01,2013-12-31,2014-02-26,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001398432-14-000081
0000879101:2014:FY,KIM,2014-01-01,2014-12-31,2015-02-27,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0001398432-15-000073
0000879101:2015:FY,KIM,2015-01-01,2015-12-31,2016-02-26,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001437749-16-026173
0000879101:2016:FY,KIM,2016-01-01,2016-12-31,2017-02-27,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001437749-17-003269
0000879101:2017:FY,KIM,2017-01-01,2017-12-31,2018-02-23,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001437749-18-003230
0000879101:2018:FY,KIM,2018-01-01,2018-12-31,2019-02-15,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001437749-19-002746
0000879101:2019:FY,KIM,2019-01-01,2019-12-31,2020-02-25,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001437749-20-003500
0000879101:2020:FY,KIM,2020-01-01,2020-12-31,2021-02-23,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001437749-21-003766
0000879101:2021:FY,KIM,2021-01-01,2021-12-31,2022-03-01,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001437749-22-004700
0001404912:2011:FY,KKR,2011-01-01,2011-12-31,2012-02-27,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001047469-12-001497
0001404912:2012:FY,KKR,2012-01-01,2012-12-31,2013-02-22,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001047469-13-001493
0001404912:2013:FY,KKR,2013-01-01,2013-12-31,2014-02-24,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001047469-14-001189
0001404912:2014:FY,KKR,2014-01-01,2014-12-31,2015-02-27,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0001047469-15-001418
0001404912:2015:FY,KKR,2015-01-01,2015-12-31,2016-02-26,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001404912-16-000009
0001404912:2016:FY,KKR,2016-01-01,2016-12-31,2017-02-24,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001404912-17-000005
0001404912:2017:FY,KKR,2017-01-01,2017-12-31,2018-02-23,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001404912-18-000005
0001404912:2018:FY,KKR,2018-01-01,2018-12-31,2019-02-15,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001404912-19-000006
0001404912:2019:FY,KKR,2019-01-01,2019-12-31,2020-02-18,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001404912-20-000006
0001404912:2020:FY,KKR,2020-01-01,2020-12-31,2021-02-19,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001404912-21-000008
0001404912:2021:FY,KKR,2021-01-01,2021-12-31,2022-02-28,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001404912-22-000004
0000319201:2011:FY,KLAC,2010-07-01,2011-06-30,2011-08-05,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001445305-11-002394
0000319201:2012:FY,KLAC,2011-07-01,2012-06-30,2012-08-06,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0000319201-12-000008
0000319201:2013:FY,KLAC,2012-07-01,2013-06-30,2013-08-08,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0000319201-13-000033
0000319201:2014:FY,KLAC,2013-07-01,2014-06-30,2014-08-08,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0000319201-14-000038
0000319201:2015:FY,KLAC,2014-07-01,2015-06-30,2015-08-07,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0000319201-15-000053
0000319201:2016:FY,KLAC,2015-07-01,2016-06-30,2016-08-05,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0000319201-16-000090
0000319201:2017:FY,KLAC,2016-07-01,2017-06-30,2017-08-04,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0000319201-17-000034
0000319201:2018:FY,KLAC,2017-07-01,2018-06-30,2018-08-06,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0000319201-18-000045
0000319201:2019:FY,KLAC,2018-07-01,2019-06-30,2019-08-16,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0000319201-19-000031
0000319201:2020:FY,KLAC,2019-07-01,2020-06-30,2020-08-07,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0000319201-20-000047
0000319201:2021:FY,KLAC,2020-07-01,2021-06-30,2021-08-06,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0000319201-21-000029
0000319201:2022:FY,KLAC,2021-07-01,2022-06-30,2022-08-05,2022,annual,https://api.polygon.io/v1/reference/sec/filings/0000319201-22-000023
0000056978:2011:FY,KLIC,2010-10-03,2011-10-01,2011-12-08,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001144204-11-069020
0000056978:2012:FY,KLIC,2011-10-02,2012-09-29,2012-11-19,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001144204-12-063659
0000056978:2013:FY,KLIC,2012-09-30,2013-09-28,2013-11-14,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0000056978-13-000096
0000056978:2014:FY,KLIC,2013-09-29,2014-09-27,2014-11-12,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0000056978-14-000193
0000056978:2015:FY,KLIC,2014-09-28,2015-10-03,2015-11-18,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0000056978-15-000125
0000056978:2016:FY,KLIC,2015-10-04,2016-10-01,2016-11-17,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0000056978-16-000239
0000056978:2017:FY,KLIC,2016-10-02,2017-09-30,2017-11-16,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0000056978-17-000149
0000056978:2018:FY,KLIC,2017-10-01,2018-09-29,2018-11-20,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0000056978-18-000142
0000056978:2019:FY,KLIC,2018-09-30,2019-09-28,2019-11-15,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0000056978-19-000130
0000056978:2020:FY,KLIC,2019-09-29,2020-10-03,2020-11-20,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0000056978-20-000146
0000056978:2021:FY,KLIC,2020-10-04,2021-10-02,2021-11-18,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0000056978-21-000153
0000056978:2022:FY,KLIC,2021-10-03,2022-10-01,2022-11-17,2022,annual,https://api.polygon.io/v1/reference/sec/filings/0000056978-22-000136
0001719489:2019:FY,KLR,2019-01-01,2019-12-31,2020-04-22,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-20-017813
0001719489:2020:FY,KLR,2020-01-01,2020-12-31,2021-03-16,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-21-013298
0001719489:2021:FY,KLR,2021-01-01,2021-12-31,2022-03-08,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-22-009084
0000055785:2009:FY,KMB,2009-01-01,2009-12-31,2010-02-24,2009,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-10-038621
0000055785:2011:FY,KMB,2011-01-01,2011-12-31,2012-02-29,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0000055785-12-000021
0000055785:2012:FY,KMB,2012-01-01,2012-12-31,2013-02-22,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0000055785-13-000011
0000055785:2013:FY,KMB,2013-01-01,2013-12-31,2014-02-14,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0000055785-14-000015
0000055785:2014:FY,KMB,2014-01-01,2014-12-31,2015-02-18,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0000055785-15-000014
0000055785:2015:FY,KMB,2015-01-01,2015-12-31,2016-02-11,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0000055785-16-000138
0000055785:2016:FY,KMB,2016-01-01,2016-12-31,2017-02-08,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0000055785-17-000017
0000055785:2017:FY,KMB,2017-01-01,2017-12-31,2018-02-08,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0000055785-18-000014
0000055785:2018:FY,KMB,2018-01-01,2018-12-31,2019-02-07,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0000055785-19-000013
0000055785:2019:FY,KMB,2019-01-01,2019-12-31,2020-02-13,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0000055785-20-000016
0000055785:2020:FY,KMB,2020-01-01,2020-12-31,2021-02-11,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0000055785-21-000016
0000055785:2021:FY,KMB,2021-01-01,2021-12-31,2022-02-10,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0000055785-22-000010
0001506307:2011:FY,KMI,2011-01-01,2011-12-31,2012-02-23,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001135017-12-000009
0001506307:2012:FY,KMI,2012-01-01,2012-12-31,2013-03-01,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001506307-13-000015
0001506307:2013:FY,KMI,2013-01-01,2013-12-31,2014-02-24,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001506307-14-000010
0001506307:2014:FY,KMI,2014-01-01,2014-12-31,2015-02-23,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0001506307-15-000014
0001506307:2015:FY,KMI,2015-01-01,2015-12-31,2016-02-16,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001506307-16-000072
0001506307:2016:FY,KMI,2016-01-01,2016-12-31,2017-02-10,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001506307-17-000008
0001506307:2017:FY,KMI,2017-01-01,2017-12-31,2018-02-09,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001506307-18-000010
0001506307:2018:FY,KMI,2018-01-01,2018-12-31,2019-02-08,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001506307-19-000033
0001506307:2019:FY,KMI,2019-01-01,2019-12-31,2020-02-12,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001506307-20-000022
0001506307:2020:FY,KMI,2020-01-01,2020-12-31,2021-02-05,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001506307-21-000022
0001506307:2021:FY,KMI,2021-01-01,2021-12-31,2022-02-07,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001506307-22-000018
0000860748:2011:FY,KMPR,2011-01-01,2011-12-31,2012-02-17,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0000860748-12-000034
0000860748:2012:FY,KMPR,2012-01-01,2012-12-31,2013-02-15,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0000860748-13-000017
0000860748:2013:FY,KMPR,2013-01-01,2013-12-31,2014-02-14,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0000860748-14-000026
0000860748:2014:FY,KMPR,2014-01-01,2014-12-31,2015-02-12,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0000860748-15-000039
0000860748:2015:FY,KMPR,2015-01-01,2015-12-31,2016-02-12,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0000860748-16-000146
0000860748:2016:FY,KMPR,2016-01-01,2016-12-31,2017-02-13,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0000860748-17-000017
0000860748:2017:FY,KMPR,2017-01-01,2017-12-31,2018-02-13,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0000860748-18-000045
0000860748:2018:FY,KMPR,2018-01-01,2018-12-31,2019-02-20,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0000860748-19-000052
0000860748:2019:FY,KMPR,2019-01-01,2019-12-31,2020-02-14,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0000860748-20-000033
0000860748:2020:FY,KMPR,2020-01-01,2020-12-31,2021-02-10,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0000860748-21-000039
0000860748:2021:FY,KMPR,2021-01-01,2021-12-31,2022-02-10,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0000860748-22-000036
0000055242:2011:FY,KMT,2010-07-01,2011-06-30,2011-08-11,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0000950123-11-076137
0000055242:2012:FY,KMT,2011-07-01,2012-06-30,2012-08-13,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-12-351892
0000055242:2013:FY,KMT,2012-07-01,2013-06-30,2013-08-13,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0000055242-13-000017
0000055242:2014:FY,KMT,2013-07-01,2014-06-30,2014-08-13,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0000055242-14-000020
0000055242:2015:FY,KMT,2014-07-01,2015-06-30,2015-08-13,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0000055242-15-000024
0000055242:2016:FY,KMT,2015-07-01,2016-06-30,2016-08-11,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0000055242-16-000060
0000055242:2017:FY,KMT,2016-07-01,2017-06-30,2017-08-14,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0000055242-17-000024
0000055242:2018:FY,KMT,2017-07-01,2018-06-30,2018-08-10,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0000055242-18-000025
0000055242:2019:FY,KMT,2018-07-01,2019-06-30,2019-08-13,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0000055242-19-000019
0000055242:2020:FY,KMT,2019-07-01,2020-06-30,2020-08-20,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0000055242-20-000026
0000055242:2021:FY,KMT,2020-07-01,2021-06-30,2021-08-10,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0000055242-21-000042
0000055242:2022:FY,KMT,2021-07-01,2022-06-30,2022-08-10,2022,annual,https://api.polygon.io/v1/reference/sec/filings/0000055242-22-000039
0001170010:2011:FY,KMX,2010-03-01,2011-02-28,2011-04-28,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001170010-11-000026
0001170010:2012:FY,KMX,2011-03-01,2012-02-29,2012-04-25,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-12-182512
0001170010:2013:FY,KMX,2012-03-01,2013-02-28,2013-04-26,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001170010-13-000010
0001170010:2014:FY,KMX,2013-03-01,2014-02-28,2014-04-25,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0001170010-14-000017
0001170010:2015:FY,KMX,2014-03-01,2015-02-28,2015-04-24,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001170010-15-000008
0001170010:2016:FY,KMX,2015-03-01,2016-02-29,2016-04-22,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001170010-16-000117
0001170010:2017:FY,KMX,2016-03-01,2017-02-28,2017-04-21,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001170010-17-000053
0001170010:2018:FY,KMX,2017-03-01,2018-02-28,2018-04-24,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001170010-18-000054
0001170010:2019:FY,KMX,2018-03-01,2019-02-28,2019-04-19,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001170010-19-000040
0001170010:2020:FY,KMX,2019-03-01,2020-02-29,2020-04-21,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001170010-20-000033
0001170010:2021:FY,KMX,2020-03-01,2021-02-28,2021-04-20,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001170010-21-000053
0001170010:2022:FY,KMX,2021-03-01,2022-02-28,2022-04-14,2022,annual,https://api.polygon.io/v1/reference/sec/filings/0001170010-22-000017
